Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-4542,Boeing 737-800,Boeing Commercial Airplanes,737-57-2161-101,Front_Spar,Wing,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Aluminum 7075-T6,283.13,82.27,63.84,282.42,81.56,63.13,Quality_Requirement_Change,2023-07-05,Front_Spar|Wing_Center_Section|Wing|Left_Wing_Box,Manufacturing_Engineering|Structural_Engineering|Configuration_Management|Quality_Assurance,1.85,Medium,,,,,,
CR-737-4543,Boeing 737-800,Boeing Commercial Airplanes,737-99-2995-101,Propulsion,Propulsion,Material thickness variation beyond specification limits detected,Quality_Assurance,Aluminum 6061-T6,146.3,82.63,26.52,146.03,82.36,26.25,Material_Change,2024-02-17,Propulsion,Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,0.41,High,,,,,,
CR-737-4544,Boeing 737-800,Boeing Commercial Airplanes,737-53-8570-101,Emergency_Exit_Frame,Fuselage,Assembly interference detected during fit-up verification,Quality_Assurance,Titanium Ti-6Al-4V,177.48,104.43,35.64,177.36,104.31,35.52,Design_Modification,2023-05-05,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,1.05,High,,,,,,
CR-737-4545,Boeing 737-800,Boeing Commercial Airplanes,737-99-6003-003,Tail_Cone,Fuselage,Fatigue crack observed in structural component during routine inspection,Design_Engineering,Carbon Fiber Composite,230.14,80.14,47.5,228.9,78.9,46.26,Assembly_Sequence_Change,2023-03-04,Tail_Cone|Fuselage|Aft_Fuselage,Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Design_Engineering|Flight_Test,2.8,Low,,,,,,
CR-737-4546,Boeing 737-800,Boeing Commercial Airplanes,737-99-8003-201,MLG_Strut,Landing_Gear,Material property variation affecting load distribution characteristics,Customer_Operations,Inconel 718,415.34,39.33,41.83,415.11,39.1,41.6,Tolerance_Adjustment,2024-01-26,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Customer_Operations|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support,1.03,High,,,,,,
CR-737-4547,Boeing 737-800,Boeing Commercial Airplanes,737-53-2967-003,Forward_Fuselage,Fuselage,Dimensional tolerance exceeded during manufacturing quality check,Maintenance_Planning,Steel 4340,56.24,46.21,57.24,54.6,44.57,55.6,Material_Change,2023-01-14,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,8.0,High,,,,,,
CR-737-4548,Boeing 737-800,Boeing Commercial Airplanes,737-99-9365-003,NLG_Strut,Landing_Gear,Manufacturing defect in composite layup causing delamination risk,Field_Operations,Aluminum 2024-T3,342.22,26.02,63.97,343.08,26.88,64.83,Design_Modification,2024-06-03,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Flight_Test,3.87,High,,,,,,
CR-737-4549,Boeing 737-800,Boeing Commercial Airplanes,737-53-6326-201,Fuselage,Fuselage,Impact damage assessment reveals underlying structural concerns,Supplier_Spirit_AeroSystems,Carbon Fiber Composite,350.99,104.64,61.0,350.93,104.58,60.94,Process_Change,2024-10-19,Fuselage,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Configuration_Management|Production_Control|Supplier_Spirit_AeroSystems,0.06,Medium,,,,,,
CR-737-4550,Boeing 737-800,Boeing Commercial Airplanes,737-57-4855-003,Left_Wing_Box,Wing,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Aluminum 7075-T6,409.4,191.8,68.88,408.87,191.27,68.35,Dimensional_Change,2024-04-27,Wing|Left_Wing_Box|Thrust_Reverser|Left_Slat_System|Left_Wing|Main_Spar,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Configuration_Management|Production_Control,3.95,High,,,,,,
CR-737-4551,Boeing 737-800,Boeing Commercial Airplanes,737-99-1693-001,MLG_Strut,Landing_Gear,Fatigue crack observed in structural component during routine inspection,Quality_Assurance,Inconel 718,469.74,40.82,37.7,470.07,41.15,38.03,Dimensional_Change,2024-06-26,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Configuration_Management|Production_Control,2.45,High,,,,,,
CR-737-4552,Boeing 737-800,Boeing Commercial Airplanes,737-71-4376-003,Engine_1,Propulsion,Wear pattern inconsistency observed during maintenance inspection,Field_Operations,Steel 4340,59.06,190.33,21.38,57.58,188.85,19.9,Fastener_Change,2024-08-25,Thrust_Reverser|Engine_1|Propulsion|Engine_Mount,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Quality_Assurance|Flight_Test,4.8,Medium,,,,,,
CR-737-4553,Boeing 737-800,Boeing Commercial Airplanes,737-99-6695-003,Tail_Cone,Fuselage,Vibration-induced loosening of critical fastener connections,Maintenance_Planning,Aluminum 2024-T3,119.2,152.01,78.47,119.69,152.5,78.96,Quality_Requirement_Change,2024-05-07,Tail_Cone|Fuselage|Aft_Fuselage,Materials_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support,0.96,Low,,,,,,
CR-737-4554,Boeing 737-800,Boeing Commercial Airplanes,737-71-6382-001,Engine_Mount,Propulsion,Impact damage assessment reveals underlying structural concerns,Supplier_Spirit_AeroSystems,Aluminum 7075-T6,448.78,134.75,86.57,448.81,134.78,86.6,Design_Modification,2024-07-18,Propulsion|Engine_1|Engine_2|Engine_Mount,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Supplier_Spirit_AeroSystems|Flight_Test,0.18,High,,,,,,
CR-737-4555,Boeing 737-800,Boeing Commercial Airplanes,737-99-5499-003,Thrust_Reverser,Propulsion,Stress concentration area showing signs of material degradation,Maintenance_Planning,Inconel 718,256.33,136.15,33.13,254.72,134.54,31.52,Design_Modification,2024-10-08,Left_Wing_Box|Engine_1|Engine_Mount|Thrust_Reverser|Engine_2|Propulsion,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Configuration_Management|Flight_Test,10.0,High,,,,,,
CR-737-4556,Boeing 737-800,Boeing Commercial Airplanes,737-38-4699-002,NLG_Steering_System,Landing_Gear,Stress concentration area showing signs of material degradation,Customer_Operations,Inconel 718,304.07,168.81,46.64,303.92,168.66,46.49,Dimensional_Change,2024-04-26,Nose_Landing_Gear|NLG_Steering_System|Landing_Gear,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control,0.58,Medium,,,,,,
CR-737-4557,Boeing 737-800,Boeing Commercial Airplanes,737-53-1622-001,Passenger_Door_Frame,Fuselage,Fatigue crack observed in structural component during routine inspection,Design_Engineering,Inconel 718,348.36,39.25,54.87,347.34,38.23,53.85,Material_Change,2023-12-21,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Design_Engineering|Flight_Test,9.21,High,,,,,,
CR-737-4558,Boeing 737-800,Boeing Commercial Airplanes,737-99-4816-001,Vertical_Stabilizer,Empennage,Vibration-induced loosening of critical fastener connections,Quality_Assurance,Magnesium AZ31B,355.58,110.86,58.0,354.43,109.71,56.85,Fastener_Change,2023-06-18,Rudder|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer,Structural_Engineering|Systems_Engineering|Quality_Assurance|Customer_Support,4.13,Medium,,,,,,
CR-737-4559,Boeing 737-800,Boeing Commercial Airplanes,737-32-1361-003,Main_Landing_Gear_Bay,Fuselage,Corrosion detected on surface coating affecting structural integrity,Maintenance_Planning,Aluminum 6061-T6,469.28,145.48,69.35,469.67,145.87,69.74,Fastener_Change,2023-01-11,Main_Landing_Gear_Bay|Center_Fuselage|MLG_Wheel_Assembly|Wing_Box_Interface|Fuselage,Manufacturing_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Configuration_Management,1.74,Medium,,,,,,
CR-737-4560,Boeing 737-800,Boeing Commercial Airplanes,737-57-4061-201,Main_Spar,Wing,Thermal expansion mismatch causing joint stress concentration,Supplier_Boeing_Wichita,Aluminum 7075-T6,498.63,125.63,13.74,499.32,126.32,14.43,Assembly_Sequence_Change,2023-11-17,Wing|Wing_Center_Section|Main_Spar|Left_Wing_Box,Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management,2.06,Medium,,,,,,
CR-737-4561,Boeing 737-800,Boeing Commercial Airplanes,737-99-4890-001,Horizontal_Stabilizer,Empennage,Thermal expansion mismatch causing joint stress concentration,Flight_Test,Inconel 718,374.07,169.9,74.93,373.15,168.98,74.01,Design_Modification,2024-12-08,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator,Manufacturing_Engineering|Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,6.92,High,,,,,,
CR-737-4562,Boeing 737-800,Boeing Commercial Airplanes,737-71-7685-201,Engine_1,Propulsion,Corrosion detected on surface coating affecting structural integrity,Maintenance_Planning,Aluminum 6061-T6,179.25,33.01,15.58,177.98,31.74,14.31,Assembly_Sequence_Change,2023-11-24,Engine_Cowling|Engine_1|Propulsion|Engine_Mount,Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,3.8,Medium,,,,,,
CR-737-4563,Boeing 737-800,Boeing Commercial Airplanes,737-32-5503-201,Nose_Landing_Gear,Landing_Gear,Stress concentration area showing signs of material degradation,Customer_Operations,Titanium Ti-6Al-4V,445.89,144.33,52.15,444.8,143.24,51.06,Fastener_Change,2024-08-04,Nose_Landing_Gear|Landing_Gear,Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Configuration_Management|Production_Control,1.96,Low,,,,,,
CR-737-4564,Boeing 737-800,Boeing Commercial Airplanes,737-57-4942-001,Vertical_Fin_Box,Empennage,Fatigue crack observed in structural component during routine inspection,Supplier_Spirit_AeroSystems,Inconel 718,72.15,116.12,84.49,72.27,116.24,84.61,Quality_Requirement_Change,2024-04-16,Vertical_Fin_Box|Empennage|Vertical_Stabilizer,Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Certification|Supplier_Spirit_AeroSystems,0.23,Low,,,,,,
CR-737-4565,Boeing 737-800,Boeing Commercial Airplanes,737-57-5748-201,Wing_Box_Interface,Fuselage,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Magnesium AZ31B,153.99,88.25,50.61,154.05,88.31,50.67,Design_Modification,2023-10-25,Main_Landing_Gear_Bay|Center_Fuselage|Wing_Box_Interface|Wing_Fuel_Tank|Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Configuration_Management|Flight_Test,0.45,High,,,,,,
CR-737-4566,Boeing 737-800,Boeing Commercial Airplanes,737-38-3680-101,Right_Slat_System,Wing,Material property variation affecting load distribution characteristics,Flight_Test,Magnesium AZ31B,453.82,81.25,23.42,454.76,82.19,24.36,Tolerance_Adjustment,2023-02-18,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron,Structural_Engineering|Configuration_Management|Quality_Assurance|Flight_Test,3.54,Medium,,,,,,
CR-737-4567,Boeing 737-800,Boeing Commercial Airplanes,737-99-2457-101,MLG_Strut,Landing_Gear,Vibration-induced loosening of critical fastener connections,Flight_Test,Aluminum 7075-T6,165.29,131.75,98.65,166.62,133.08,99.98,Assembly_Sequence_Change,2024-04-07,Main_Landing_Gear|MLG_Brake_System|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Flight_Test,4.99,Medium,,,,,,
CR-737-4568,Boeing 737-800,Boeing Commercial Airplanes,737-71-1712-002,Engine_2,Propulsion,Fatigue crack observed in structural component during routine inspection,Flight_Test,Carbon Fiber Composite,149.29,180.38,90.04,149.08,180.17,89.83,Assembly_Sequence_Change,2023-11-15,Propulsion|Engine_2|Engine_Mount,Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Flight_Test,0.47,Low,,,,,,
CR-737-4569,Boeing 737-800,Boeing Commercial Airplanes,737-71-2087-201,Engine_1,Propulsion,Surface finish irregularity causing aerodynamic performance issues,Maintenance_Planning,Aluminum 2024-T3,112.16,109.31,79.42,110.55,107.7,77.81,Material_Change,2023-01-29,Thrust_Reverser|Engine_1|Propulsion|Engine_Mount,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,8.0,High,,,,,,
CR-737-4570,Boeing 737-800,Boeing Commercial Airplanes,737-99-3760-001,Stabilizer_Trim_Tab,Empennage,Surface finish irregularity causing aerodynamic performance issues,Maintenance_Planning,Aluminum 2024-T3,436.6,168.45,47.04,435.78,167.63,46.22,Material_Change,2023-03-23,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Manufacturing_Engineering|Materials_Engineering|Customer_Support|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,3.68,High,,,,,,
CR-737-4571,Boeing 737-800,Boeing Commercial Airplanes,737-57-2784-003,Right_Wing_Box,Wing,Vibration-induced loosening of critical fastener connections,Maintenance_Planning,Aluminum 7075-T6,275.03,92.39,26.55,275.3,92.66,26.82,Assembly_Sequence_Change,2024-05-18,Wing|Right_Wing_Box|Right_Wing,Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management,0.6,Low,,,,,,
CR-737-4572,Boeing 737-800,Boeing Commercial Airplanes,737-99-8344-101,Rudder,Empennage,Surface finish irregularity causing aerodynamic performance issues,Manufacturing_Engineering,Aluminum 6061-T6,353.7,38.43,94.73,352.28,37.01,93.31,Tolerance_Adjustment,2024-03-12,Left_Elevator|Empennage|Vertical_Stabilizer|Right_Elevator|Rudder,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance,5.0,Medium,,,,,,
CR-737-4573,Boeing 737-800,Boeing Commercial Airplanes,737-53-8260-003,Aft_Fuselage,Fuselage,Manufacturing defect in composite layup causing delamination risk,Quality_Assurance,Aluminum 7075-T6,157.58,31.07,57.91,156.89,30.38,57.22,Assembly_Sequence_Change,2024-12-05,Fuselage|Aft_Fuselage,Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Flight_Test,1.04,Low,,,,,,
CR-737-4574,Boeing 737-800,Boeing Commercial Airplanes,737-53-9555-002,Forward_Door_Frame,Fuselage,Material property variation affecting load distribution characteristics,Design_Engineering,Inconel 718,391.12,29.24,86.71,390.86,28.98,86.45,Assembly_Sequence_Change,2024-07-01,Forward_Door_Frame|Fuselage|Forward_Fuselage,Manufacturing_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Configuration_Management|Design_Engineering,0.58,Low,,,,,,
CR-737-4575,Boeing 737-800,Boeing Commercial Airplanes,737-99-7176-101,NLG_Wheel_Assembly,Landing_Gear,Stress concentration area showing signs of material degradation,Field_Operations,Aluminum 6061-T6,392.0,88.43,40.79,392.77,89.2,41.56,Process_Change,2024-04-13,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Field_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Flight_Test,2.3,Medium,,,,,,
CR-737-4576,Boeing 737-800,Boeing Commercial Airplanes,737-99-7173-003,Tail_Cone,Fuselage,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Magnesium AZ31B,190.67,80.7,40.18,191.45,81.48,40.96,Surface_Treatment_Change,2024-09-03,Tail_Cone|Fuselage|Aft_Fuselage,Customer_Operations|Materials_Engineering|Structural_Engineering|Quality_Assurance|Field_Support,1.4,Low,,,,,,
CR-737-4577,Boeing 737-800,Boeing Commercial Airplanes,737-38-8601-101,MLG_Brake_System,Landing_Gear,Stress concentration area showing signs of material degradation,Flight_Test,Carbon Fiber Composite,234.81,149.23,98.7,235.45,149.87,99.34,Quality_Requirement_Change,2023-01-17,Main_Landing_Gear|MLG_Brake_System|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,1.25,Low,,,,,,
CR-737-4578,Boeing 737-800,Boeing Commercial Airplanes,737-38-7741-201,Right_Slat_System,Wing,Dimensional tolerance exceeded during manufacturing quality check,Supplier_Spirit_AeroSystems,Carbon Fiber Composite,144.36,153.71,56.96,145.29,154.64,57.89,Design_Modification,2023-08-18,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Supplier_Spirit_AeroSystems|Flight_Test,8.4,High,,,,,,
CR-737-4579,Boeing 737-800,Boeing Commercial Airplanes,737-99-3878-101,Rear_Pressure_Bulkhead,Fuselage,Manufacturing defect in composite layup causing delamination risk,Maintenance_Planning,Magnesium AZ31B,489.45,29.15,22.66,489.13,28.83,22.34,Surface_Treatment_Change,2024-04-04,Fuselage|Aft_Fuselage|Rear_Pressure_Bulkhead,Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Production_Control,0.58,Low,,,,,,
CR-737-4580,Boeing 737-800,Boeing Commercial Airplanes,737-53-5284-101,Emergency_Exit_Frame,Fuselage,Fatigue crack observed in structural component during routine inspection,Manufacturing_Engineering,Titanium Ti-6Al-4V,340.52,59.8,29.77,339.12,58.4,28.37,Assembly_Sequence_Change,2023-08-04,Emergency_Exit_Frame|Fuselage|Center_Fuselage,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management,3.0,Low,,,,,,
CR-737-4581,Boeing 737-800,Boeing Commercial Airplanes,737-57-1049-003,Left_Wing_Box,Wing,Wear pattern inconsistency observed during maintenance inspection,Flight_Test,Magnesium AZ31B,470.54,69.37,53.37,470.82,69.65,53.65,Quality_Requirement_Change,2024-06-21,Wing|Left_Wing|Left_Wing_Box,Structural_Engineering|Certification|Quality_Assurance|Flight_Test,0.55,Low,,,,,,
CR-737-4582,Boeing 737-800,Boeing Commercial Airplanes,737-32-6677-003,Main_Landing_Gear,Landing_Gear,Assembly interference detected during fit-up verification,Flight_Test,Aluminum 6061-T6,186.52,118.57,13.82,186.91,118.96,14.21,Design_Modification,2023-02-26,Landing_Gear|Main_Landing_Gear,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Configuration_Management|Production_Control|Flight_Test,1.18,High,,,,,,
CR-737-4583,Boeing 737-800,Boeing Commercial Airplanes,737-99-1522-101,Stabilizer_Trim_Tab,Empennage,Thermal expansion mismatch causing joint stress concentration,Field_Operations,Aluminum 2024-T3,401.85,46.01,51.63,401.57,45.73,51.35,Design_Modification,2024-12-02,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,1.24,High,,,,,,
CR-737-4584,Boeing 737-800,Boeing Commercial Airplanes,737-53-6022-003,Forward_Door_Frame,Fuselage,Thermal expansion mismatch causing joint stress concentration,Field_Operations,Stainless Steel 316L,394.64,44.11,47.7,394.01,43.48,47.07,Assembly_Sequence_Change,2023-01-04,Forward_Door_Frame|Fuselage|Forward_Fuselage,Field_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control,1.42,Low,,,,,,
CR-737-4585,Boeing 737-800,Boeing Commercial Airplanes,737-53-3032-001,Passenger_Door_Frame,Fuselage,Impact damage assessment reveals underlying structural concerns,Flight_Test,Titanium Ti-6Al-4V,361.25,189.88,80.14,360.56,189.19,79.45,Quality_Requirement_Change,2024-10-08,Passenger_Door_Frame|Fuselage|Center_Fuselage|Rear_Pressure_Bulkhead,Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,1.79,Medium,,,,,,
CR-737-4586,Boeing 737-800,Boeing Commercial Airplanes,737-38-7922-003,Left_Flap_System,Wing,Material property variation affecting load distribution characteristics,Quality_Assurance,Steel 4340,484.54,164.76,41.94,483.22,163.44,40.62,Process_Change,2024-10-08,Wing|Left_Flap_System|Left_Wing_Box|Left_Wing|Left_Slat_System|Left_Aileron,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,7.92,High,,,,,,
CR-737-4587,Boeing 737-800,Boeing Commercial Airplanes,737-57-9281-201,Right_Wing,Wing,Stress concentration area showing signs of material degradation,Supplier_Boeing_Wichita,Magnesium AZ31B,227.1,52.52,98.43,227.65,53.07,98.98,Material_Change,2023-03-27,Wing|Right_Wing,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Certification|Supplier_Management|Flight_Test,1.65,High,,,,,,
CR-737-4588,Boeing 737-800,Boeing Commercial Airplanes,737-38-7097-101,Right_Flap_System,Wing,Stress concentration area showing signs of material degradation,Flight_Test,Aluminum 2024-T3,108.82,93.18,26.27,107.36,91.72,24.81,Dimensional_Change,2024-06-07,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-4589,Boeing 737-800,Boeing Commercial Airplanes,737-99-6465-201,Right_Elevator,Empennage,Thermal expansion mismatch causing joint stress concentration,Supplier_Boeing_Wichita,Aluminum 2024-T3,352.27,84.01,63.19,352.19,83.93,63.11,Dimensional_Change,2024-06-12,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Production_Control,0.6,High,,,,,,
CR-737-4590,Boeing 737-800,Boeing Commercial Airplanes,737-99-7514-001,Horizontal_Stabilizer,Empennage,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Carbon Fiber Composite,378.19,162.38,18.07,379.59,163.78,19.47,Fastener_Change,2023-04-22,Left_Elevator|Empennage|Right_Elevator|Horizontal_Stabilizer,Structural_Engineering|Quality_Assurance|Supplier_Management,4.8,Medium,,,,,,
CR-737-4591,Boeing 737-800,Boeing Commercial Airplanes,737-99-8904-003,MLG_Strut,Landing_Gear,Surface treatment adhesion failure compromising protection coating,Field_Operations,Steel 4340,308.78,111.84,76.05,308.47,111.53,75.74,Surface_Treatment_Change,2024-01-08,Main_Landing_Gear|Main_Landing_Gear_Bay|MLG_Strut|Landing_Gear,Systems_Engineering|Field_Operations|Structural_Engineering|Quality_Assurance|Certification|Field_Support,0.74,Medium,,,,,,
CR-737-4592,Boeing 737-800,Boeing Commercial Airplanes,737-32-4382-003,Nose_Landing_Gear_Bay,Fuselage,Fastener hole misalignment discovered during assembly process,Field_Operations,Aluminum 6061-T6,143.07,43.01,99.53,144.05,43.99,100.51,Tolerance_Adjustment,2024-09-26,Fuselage|Nose_Landing_Gear_Bay|Cockpit_Frame|Forward_Fuselage,Customer_Support|Field_Operations|Structural_Engineering|Quality_Assurance|Certification|Configuration_Management,2.94,Medium,,,,,,
CR-737-4593,Boeing 737-800,Boeing Commercial Airplanes,737-57-4217-101,Wing_Center_Section,Wing,Material thickness variation beyond specification limits detected,Supplier_Spirit_AeroSystems,Magnesium AZ31B,277.01,153.02,83.72,276.72,152.73,83.43,Tolerance_Adjustment,2024-06-05,Main_Spar|Wing|Wing_Center_Section|Right_Wing_Box,Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control|Supplier_Spirit_AeroSystems,0.88,Medium,,,,,,
CR-737-4594,Boeing 737-800,Boeing Commercial Airplanes,737-71-5291-002,Engine_2,Propulsion,Fastener hole misalignment discovered during assembly process,Supplier_Boeing_Wichita,Inconel 718,190.49,91.44,60.01,191.65,92.6,61.17,Material_Change,2023-03-07,Engine_Mount|Thrust_Reverser|Engine_2|Engine_Cowling|Propulsion|Right_Wing_Box,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Certification|Supplier_Management|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-4595,Boeing 737-800,Boeing Commercial Airplanes,737-57-7436-101,Wing_Center_Section,Wing,Thermal expansion mismatch causing joint stress concentration,Design_Engineering,Stainless Steel 316L,242.36,67.33,53.63,242.31,67.28,53.58,Dimensional_Change,2023-08-01,Front_Spar|Wing|Wing_Center_Section|Main_Spar|Right_Wing_Box,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Design_Engineering,0.31,Medium,,,,,,
CR-737-4596,Boeing 737-800,Boeing Commercial Airplanes,737-99-9971-101,Thrust_Reverser,Propulsion,Surface finish irregularity causing aerodynamic performance issues,Field_Operations,Inconel 718,340.35,87.59,85.15,339.4,86.64,84.2,Material_Change,2024-08-07,Engine_1|Engine_Mount|Thrust_Reverser|Propulsion|Right_Wing_Box,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Flight_Test,7.1,High,,,,,,
CR-737-4597,Boeing 737-800,Boeing Commercial Airplanes,737-57-2243-201,Main_Spar,Wing,Surface finish irregularity causing aerodynamic performance issues,Quality_Assurance,Aluminum 6061-T6,385.35,109.6,94.24,386.81,111.06,95.7,Process_Change,2024-09-07,Wing|Left_Wing_Box|Wing_Center_Section|Main_Spar|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,6.67,Medium,,,,,,
CR-737-4598,Boeing 737-800,Boeing Commercial Airplanes,737-57-3372-101,Left_Wing_Box,Wing,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Aluminum 2024-T3,154.5,81.76,99.03,153.83,81.09,98.36,Dimensional_Change,2023-06-27,Wing|Left_Wing_Box|Wing_Center_Section|Engine_Mount|Left_Wing|Engine_Cowling,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Production_Control|Flight_Test,5.02,High,,,,,,
